Handle ID,Type,Title,Brand,Description,Product Detail,Image Link,Warranty Details,Stock Status,Status
"3e9aa63d-ac84-43c3-9e5a-6759f9bc7847","product","CP PLUS IP 4MP BULLET DUALLIGHT (CP-UNC-TA41L3C-D-LQ)","","Based on the image provided, here is a short description of the CP-UNC-TA41L3C-D-LQ camera:

📹 CP-UNC-TA41L3C-D-LQ Bullet Camera
This is a 4MP Dual Light Bullet Camera from CP Plus, designed for high-definition outdoor and indoor surveillance.

Video Quality: It delivers high-resolution 4 Megapixel (2560 x 1440) video, offering greater detail than 1080p cameras.

Form Factor: Features a traditional bullet-style housing (indicated by 'TA') for straightforward wall or ceiling mounting.

Advanced Lighting: It utilizes Dual Light technology, combining 30 meters of IR and 30 meters of Warm Light to provide standard night vision or switch to full-color night vision when triggered.

Key Technology: Includes 120dB WDR (Wide Dynamic Range) to ensure clear images in challenging high-contrast lighting conditions.

Features: It comes with a 3.6mm fixed lens, a Built-in Mic for audio recording, and supports PoE (Power over Ethernet).

In essence, it is a high-resolution, weather-resistant 4MP bullet camera optimized for clear images day and night, even in difficult lighting.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764249788168-xhwl5ubzb","","In Stock","active"
"ee22e34b-a3f9-4684-b06a-e73f644b6343","product","CP PLUS DVR 4CH (CP-UVR-0401E1-IC2 2MP)","","The CP-UVR-0401E1-IC2 is a 4-Channel Digital Video Recorder (DVR) from CP Plus, designed for entry-level and small-scale security systems.

Here is a short description:

Type: 4-channel Hybrid DVR (Digital Video Recorder).

Resolution: Records main stream video at up to 1080N (1080p Lite) resolution.

Compatibility (Penta-brid): It supports five video signal types (HDCVI, AHD, TVI, CVBS/Analog) on its 4 BNC channels, plus it can support one additional IP camera channel (up to 5 channels total) at 2MP resolution.

Smart Features: Includes SMD Plus (Smart Motion Detection) on analog channels, allowing it to accurately detect and classify Humans and Vehicles, reducing false alarms. It also uses efficient H.265+ video compression.

Storage: Supports 1 SATA hard disk drive up to 6TB.

Outputs: Features simultaneous HDMI and VGA outputs for local monitoring.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764415286739-mligsn5kyl","","In Stock","active"
"937ebd2c-0ed1-441a-8241-c4252c1aca6f","product","CP PLUS SMPS 05 AMP METAL","","The CP-DPS-MD50P-12D model number refers to a Power Supply unit, often used for powering CCTV cameras and other related security devices.Here is a short description:Type: Switching Power Supply or SMPS (Switched-Mode Power Supply).Voltage Output: It is a 12V DC (Direct Current) power supply.Channels/Ports: The '50P' often indicates a power box that supports powering multiple devices (likely around 4 to 8 cameras, depending on power draw). The 'D' might denote a distribution box format with individual output fuses/protection.Capacity: The 'MD50' typically refers to the maximum power output, suggesting a total capacity of around 50 Watts or $4.16 \text{ Amperes } (50 \text{W} / 12 \text{V})$.Function: It is designed to convert standard AC mains power (220V/110V) into a stable, regulated 12V DC supply for security cameras, providing centralized power distribution and protection (fuses/PTC).","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764416674726-jkp452jgd0p","","In Stock","active"
"74fb6f3e-4913-4bb6-aab7-ffd9ffccb878","product","CP Plus 16 Channel Full HD H.265+ DVR Upto 2 MP Supported (Model - CP-UVR-1601E1-IC OR CP-UVR-1601E1-HC)","","CP-UVR-1601E1-IC2 Description 📹 CP-UVR-1601E1-IC2 Digital Video Recorder (DVR) The CP-UVR-1601E1-IC2 is a powerful 16-Channel Hybrid Digital Video Recorder (DVR) from CP Plus, designed for medium-scale surveillance systems. Channels: Supports 16 BNC channels for connecting analog cameras. Resolution: Records main stream video at up to 1080N (1080p Lite) resolution, balancing quality and storage needs. Hybrid (Penta-brid) Technology: Highly flexible, supporting all five common analog signal types: HDCVI, AHD, TVI, CVBS (Analog) , plus it supports **two additional IP channels** (up to 18 channels total). Smart Features: Utilizes the efficient H.265+ video compression standard and includes SMD Plus (Smart Motion Detection) on analog channels to accurately distinguish and classify Humans and Vehicles , significantly reducing false alerts. Storage: Supports 1 SATA hard disk drive (HDD) up to 6TB for recorded footage. Outputs: Features simultaneous video output via HDMI and VGA ports. In summary, this is a versatile, high-channel-count 16-channel Hybrid DVR featuring AI-based human/vehicle detection and efficient H.265+ compression, making it ideal for large home or small commercial security installations.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764424712703-qedvsqfl4do","","In Stock","active"
"029ff84d-01be-45e3-9b87-f3445bb34e99","product","CP PLUS 8CH 2MP HD DVR (CP-UVR-0801E1-IC2)","","CP-UVR-0801E1-IC2 Description 📹 CP-UVR-0801E1-IC2 Digital Video Recorder (DVR) The CP-UVR-0801E1-IC2 is an 8-Channel Hybrid Digital Video Recorder (DVR) from CP Plus, designed for small to medium-sized surveillance systems. Channels: Supports 8 BNC channels for analog cameras. Resolution: Records video streams at up to 1080N (1080p Lite) resolution. Hybrid (Penta-brid) Compatibility: Flexible support for all major analog formats (HDCVI, AHD, TVI, CVBS), plus **two additional IP channels** (up to 10 channels total) at 2MP. Smart Features: Includes efficient H.265+ compression and SMD Plus (Smart Motion Detection) on analog channels to accurately distinguish and classify Humans and Vehicles . Storage: Supports 1 SATA hard disk drive (HDD) up to 6TB. Outputs: Features simultaneous video output via HDMI and VGA ports. In summary, this is a versatile 8-channel Hybrid DVR that allows users to connect various camera types and features AI-based detection for smarter, more focused recording.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764425048770-yjjy5s99hir","","In Stock","active"
"b04befb0-06e1-461d-a275-952d9823d75e","product","CP PLUS 2.4MP DUAL LIGHT MIC - BULLET (TC24PL3C-L-V2)","","TC24PL3C-L-V2 Description 📹 TC24PL3C-L-V2 Camera (Bullet) The TC24PL3C-L-V2 is a reliable **HD Analog Bullet Camera** suitable for universal surveillance applications. Form Factor: Robust **Bullet-style camera** designed for easy outdoor and indoor installation. Resolution: Provides **Full HD 1080p** video quality (likely 2.4 Megapixel sensor). Multi-Format: It is a 4-in-1 camera , capable of outputting video in **HDCVI, HDTVI, AHD, and CVBS** formats, ensuring broad compatibility with various DVR systems. Night Vision: Equipped with built-in **IR (Infrared) illumination** for clear black and white video capture in total darkness. Use Case: Ideal for reliable, all-weather (typically IP66/IP67 rated) surveillance where high definition is required. In summary, this is a versatile, 1080p, multi-format analog bullet camera used for reliable day and night surveillance in various environments.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764425410266-vajet4h58fq","","In Stock","active"
"ac03b6a8-1013-43db-9c4d-1ca4a07d5c28","product","CP PLUS 2.4MP DUAL LIGHT MIC - DOME (DC24PL3C-L-V2)","","DC24PL3C-L-V2 Description 📹 CP PLUS 2.4MP DUAL LIGHT MIC - DOME (DC24PL3C-L-V2) The DC24PL3C-L-V2 is an **HD Analog Dome Camera** featuring both high-quality video and enhanced lighting technology, plus built-in audio. Resolution: Captures video in **Full HD 1080p** resolution (2.4 Megapixel sensor). Form Factor: Classic **Dome-style camera** (indicated by 'DC'), suitable for discreet indoor or protected outdoor mounting. Dual Light Technology: Provides clear night vision using both **IR (Infrared)** for standard B/W viewing and **Warm Light** to deliver full-color images in low-light conditions. Audio: Includes a **Built-in Mic** for simultaneous video and audio recording (audio over coax/PoC compatibility may vary by DVR). Multi-Format: A 4-in-1 camera , compatible with **HDCVI, HDTVI, AHD, and CVBS** analog DVRs. Use Case: Ideal for locations where both visual detail, audio recording, and color night vision are required. In summary, this is a feature-rich 1080p dome camera providing both Dual Light color night vision and integrated audio recording, highly compatible with existing analog systems.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764426299830-nwg719zpcl","","In Stock","active"
"4701065d-51da-40f1-ba75-b2fb2c5962a8","product","CP PLUS 5MP DUAL LIGHT MIC - DOME (CP-URC-DC51PL3C-L-V2)","","CP-URC-DC51PL3C-L-V2 Description 📹 CP-URC-DC51PL3C-L-V2 Camera (5MP Dome) The CP-URC-DC51PL3C-L-V2 is a high-resolution, multi-format 5 Megapixel (5MP) Dome Camera from CP Plus, designed for high-detail surveillance. Resolution: Provides superior image quality with a **5 Megapixel** resolution, which is significantly higher than Full HD. Form Factor: Features a **Dome-style housing** (indicated by 'DC'), suitable for discreet ceiling or wall mounting. Technology: It is a 4-in-1 HD Analog camera , ensuring compatibility with most modern DVRs by supporting **HDCVI, HDTVI, AHD, and CVBS** signals. Night Vision: Equipped with powerful **IR (Infrared) LEDs** for clear surveillance footage in complete darkness. Use Case: Excellent choice for demanding areas where capturing crucial fine detail is necessary. In summary, this is a high-performance, 5MP dome camera that offers exceptional detail and flexibility for upgrading existing analog surveillance systems.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764426731559-f4upqido548","","In Stock","active"
"911ce1f6-439d-465f-be4c-a8d932315977","product","CP PLUS 5MP DUALLIGHT MIC - BULLET (CP-URC-TC51PL3C-L-V2)","","CP-URC-TC51PL3C-L-V2 Description 📹 CP PLUS 5MP DUALLIGHT MIC - BULLET (CP-URC-TC51PL3C-L-V2) The CP-URC-TC51PL3C-L-V2 is a premium, high-resolution 5 Megapixel (5MP) Bullet Camera that integrates advanced lighting and audio capabilities. Resolution: Provides ultra-clear video with **5 Megapixel** resolution, delivering high detail superior to standard 1080p. Form Factor: Features a durable **Bullet-style housing** (indicated by 'TC'), ideal for both indoor and outdoor fixed surveillance. Dual Light Technology: Equipped with both **IR (Infrared)** and **Warm Light** LEDs for standard night vision or **full-color imaging** in low light. Audio: Includes a **Built-in Mic** for simultaneous video and audio recording. Multi-Format: A versatile **4-in-1 HD Analog camera**, compatible with **HDCVI, HDTVI, AHD, and CVBS** formats. In summary, this is a top-tier 5MP bullet camera offering superior detail, advanced color night vision (Dual Light), and integrated audio for comprehensive surveillance.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764426961766-1m9dyarvvgp","","In Stock","active"
"78f58b1a-2bc3-4806-a1c7-f03949905f57","product","CP PLUS NVR 4CH 2/4/8MP (CP-UNR-104F1)","","CP-UNR-104F1 Description 💾 CP PLUS NVR 4CH 2/4/8MP (CP-UNR-104F1) The CP-UNR-104F1 is a compact, entry-level 4-Channel Network Video Recorder (NVR) designed for IP camera systems. Type: 4-Channel Network Video Recorder (NVR). Resolution Support: Supports recording and display from IP cameras up to **8 Megapixels (4K)** resolution across all channels. Channels: Manages and records video streams from up to **4 distinct IP cameras**. Compression: Uses efficient **H.265** and H.264 video compression for optimal storage usage. Storage: Supports **1 SATA hard disk drive (HDD)** for recorded footage. Use Case: Ideal for small-scale surveillance systems (home, small office) utilizing high-resolution IP cameras. In summary, it is a powerful yet compact 4-channel NVR, capable of recording 4K video streams for small-scale IP surveillance systems.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764427541937-1ukxvenufh6","","In Stock","active"
"82b36baf-9dc9-43dd-a2c1-5fb729207a3d","product","CP PLUS NVR 8CH 2/4/8MP- 4K (CP-UNR-108F1)","","CP-UNR-108F1 Description 💾 CP PLUS NVR 8CH 2/4/8MP (CP-UNR-108F1) The CP-UNR-108F1 is a standard 8-Channel Network Video Recorder (NVR) from CP Plus, suitable for mid-sized IP surveillance systems. Type: 8-Channel Network Video Recorder (NVR). Resolution Support: Supports recording and display from IP cameras up to **8 Megapixels (4K)** resolution across all 8 channels. Channels: Manages and records video streams from up to **8 distinct IP cameras**. Compression: Uses efficient **H.265** and H.264 video compression for optimal storage usage. Storage: Supports **1 SATA hard disk drive (HDD)** for recorded footage. Use Case: Ideal for medium-sized homes or small business installations utilizing high-resolution IP cameras. In summary, it is a versatile 8-channel NVR, capable of handling high-resolution (up to 4K) IP camera streams for medium-scale installations.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764427719608-hfag7pwskkg","","In Stock","active"
"d7688cec-b92d-4354-b084-94123f125ba4","product","CP PLUS NVR 16CH 2/4/8MP (CP-UNR-4K2161-V2)","","CP-UNR-4K2161-V2 Description 💾 CP PLUS NVR 16CH 2/4/8MP (CP-UNR-4K2161-V2) The CP-UNR-4K2161-V2 is a high-performance 16-Channel Network Video Recorder (NVR) designed for large-scale professional IP surveillance systems. Type: 16-Channel Network Video Recorder (NVR). Resolution Support: Supports recording and display from IP cameras up to **8 Megapixels (4K)** resolution across all 16 channels. Channels: Manages and records video streams from up to **16 distinct IP cameras**. Compression: Uses highly efficient **H.265+** video compression for optimal storage and bandwidth use. Storage: Supports **2 SATA hard disk drives (HDDs)**, offering expanded storage capacity (up to 20TB total). Use Case: Ideal for large businesses, commercial buildings, and facilities requiring extensive, high-definition IP video surveillance. In summary, this is a powerful, professional-grade 16-channel NVR with dual HDD support, designed to manage and record high-resolution 4K video streams for large-scale IP installations.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764427953422-ggjvxi53wgr","","In Stock","active"
"36cb7399-0d61-42a3-9dc6-e3b985f92853","product","CP PLUS SMPS 10 AMP METAL","","CP Plus 12V 10A Power Supply Description ⚡ CP Plus 12V 10 Amp Power Supply (8-Channel SMPS) This is a robust 12V DC Switching Power Supply (SMPS) , designed specifically for powering medium-sized CCTV and security camera installations. Type: Centralized 12V DC Power Supply Unit (SMPS). Voltage/Current: Provides a stable **12V DC output** with a maximum capacity of **10 Amperes (10A)**. Design: Features a durable **Metal Body/Cabinet** for robust installation and heat dissipation. Application: Ideally suited for use with **8 standard security cameras** connected to an 8-channel DVR system. Protection: Includes built-in safeguards like short circuit and over-voltage protection to ensure system stability. In summary, this is a centralized, high-capacity 12V/10A metal-body power supply providing reliable and stable power for up to 8 security cameras in a professional CCTV system.","","https://fbcsagupcxheyiusjfak.supabase.co/storage/v1/object/public/images/products/1764502213270-8qqffns1xt2","","In Stock","active"
"f980778c-6fab-409e-956e-ab90d248c430","product","CP PLUS 3+1 CO-AXIAL CABLE 180M (CP-ECC-180RS)","CP PLUS","🔌 CP Plus Long-Run 3+1 Co-axial Cable (180 Meters) Professional high-density 180 meters layout wiring drum supplying unified device runs. Length Span: Large-scale 180m industrial roll profile Low Loss: Reduced signal attenuation structures over maximum distance lines Shielding: Anti-interference woven mesh grid insulation wrap In summary, your go-to copper cable foundation choice for seamless wiring across massive multi-floor infrastructure networks.","","https://cpplusworld.com/prodassets/product/small/12800e9d-facf-4a16-8d26-07abd9251aeb.jpg","","In Stock","active"
"e27c05ea-35e1-4ab1-9398-9656f127f0dd","product","CP PLUS GIGABIT 8 PORT SWITCH (CP-ANW-GPU8G2-N12)","CP PLUS","🔌 CP Plus Gigabit 8-Port PoE Switch (CP-ANW-GPU8G2-N12) High bandwidth enterprise-level gigabit configuration preventing bottlenecking patterns across heavy 4K security arrays. Speed Array: 8 Full Gigabit 10/100/1000 Mbps PoE interfaces Uplink Matrix: 2 Dedicated Gigabit transmission nodes System Safety: 4KV lightning surge network layer protection In summary, the ultimate backbone switch for high-definition professional IP setups requiring maximum throughput.","","https://cpplusworld.com/prodassets/product/small/cfd43975-aa9f-438e-a6c3-fa1e25d90c31.png","","In Stock","active"
"c9b085b3-d3ba-409c-b77c-c9a3bd64ff57","product","CP PLUS 3+1 CO-AXIAL CABLE 90M (CP-ECC-90RS)","CP PLUS","🔌 CP Plus Professional 3+1 Co-axial Cable Drum (90 Meters) Premium 90 meters copper shielded co-axial system wire routing crisp analog data safely across long spans. Composition: High purity composite core with triple-layer insulation layer shielding Power Rails: 3 integrated isolated DC distribution cores Durability: Flame retardant weather-resistant outer wrapping jacket layout In summary, standard solid core wire preventing external signal drops and visual feedback line distortions.","","https://cpplusworld.com/prodassets/product/small/12800e9d-facf-4a16-8d26-07abd9251aeb.jpg","","In Stock","active"
"4a1aa19f-1dc7-43e0-b7a1-63eafba13625","product","CP PLUS EZYKAM (CP-E31Q)","CP PLUS","📹 CP Plus Ezykam Smart Wi-Fi Camera (CP-E31Q) Experience smart home security with the CP-E31Q Wi-Fi pan-tilt security camera, designed for reliable real-time residential or office coverage settings. Model Architecture: Standalone Smart Wi-Fi Camera Matrix Movement Support: Smooth 360-degree pan and multi-axis tilt capabilities Night Visibility: High-clarity Infrared night infrared range modes Audio Engine: Integrated two-way talking hardware mic setup In summary, an ideal smart tracking camera providing remote monitoring and crystal-clear feeds anywhere via your mobile device.","","https://rukminim2.flixcart.com/image/1366/1366/xif0q/home-security-camera/u/j/r/1-cp-e31q-a-indoor-security-camera-cp-plus-original-imahfv3grnqhpdp5.jpeg?q=90","","In Stock","active"
"f4c21609-5ec1-4933-a970-d78d59e33c9f","product","CP PLUS 2U MODULAR RACK (CP-HA-RK3535VM-2U)","CP PLUS","📦 CP Plus 2U Enclosure System Cabinet (CP-HA-RK3535VM-2U) Heavy-duty lockable chassis sheltering core hardware elements from unapproved structural management alterations. Dimension Scale: 2U Compact vertical height clearance allocation Chassis Type: Modular assembly sheet metal with tinted glass front lock window Ventilation: Custom side panel cooling slits template arrays In summary, a tamper-proof and clean enclosure structure safeguarding DVR/NVR power lines and device links.","","https://cpplusworld.com/prodassets/product/small/563b4cbf-4f8a-42ae-a3a1-4c142f80956c.jpg","","In Stock","active"
"0ece2423-6538-4d74-9dcc-410e0ffec22a","product","CP PLUS EZYKAM (CP-E28Q)","CP PLUS","📹 CP Plus Ezykam Wi-Fi PT Camera (CP-E28Q) Protect your interior spaces with a high-definition, plug-and-play wireless surveillance assistant framework. Connectivity Format: Standalone Wireless 2.4G Wi-Fi Stream Local Storage: MicroSD Slot up to 256GB backup compatibility Alert Triggers: High-precision motion detection notification routing In summary, a cost-effective, versatile smart choice to monitor your kids, pets, or office personnel seamlessly.","","https://cpplusworld.com/prodassets/product/small/e2c311b3-d885-402c-a86b-0eba84729368.jpg","","In Stock","active"
"4a0ad17d-a873-4c9a-be5c-0aadba6cb0e2","product","Zebronic H81M Motherboard","Zebronic","⚙️ Zebronic Intel H81 LGA1150 Motherboard High-performance micro-ATX H81 motherboard supporting Intel 4th generation Core processors. Socket: LGA1150 processor socket compatibility Data Lanes: USB 3.0 and SATA III ports for fast data transfers Onboard Graphics: High-definition video out via HDMI/VGA In summary, a robust motherboard providing stable power distribution and fast storage performance.","","https://m.media-amazon.com/images/I/71trzCzWX3L._SY355_.jpg","","In Stock","active"
"512f1eef-92f4-4d8c-a354-2c8296c44297","product","Zebronic H310M Motherboard","Zebronic","⚙️ Zebronic Intel H310 LGA1151 Motherboard High-end H310 chipset motherboard supporting Intel 8th and 9th generation Core processors. CPU Support: Modern LGA1151 socket supporting multiple cores Connectivity: Onboard high-speed M.2 slot for NVMe SSDs Audio: High-definition audio capacitors for clean sound output In summary, a modern, feature-packed motherboard supporting NVMe storage speeds and multi-core processors.","","https://m.media-amazon.com/images/I/51aJv5mYlbL._SY300_SX300_QL70_FMwebp_.jpg","","In Stock","active"
"8fa40434-f25f-407d-8b7c-28bb99fa3270","product","Zebronic H110M Motherboard","Zebronic","⚙️ Zebronic Intel H110 LGA1151 Motherboard Modern micro-ATX H110 motherboard supporting Intel 6th and 7th generation processors. Memory Support: Modern DDR4 memory slots for faster processing Socket: LGA1151 CPU socket architecture Expansion: PCIe x16 slot for dedicated graphics cards In summary, a reliable foundation for budget builds, supporting modern DDR4 memory speeds.","","https://m.media-amazon.com/images/I/81jyncJcoqL._SY450_.jpg","","In Stock","active"
"3d57be8f-1e1c-43ca-95a0-c141b6724753","product","Zebronic H61 Motherboard","Zebronic","⚙️ Zebronic Intel H61 LGA1155 Motherboard Highly stable H61 chipset motherboard supporting Intel Core processors and dual-channel DDR3 memory. Processor: Supports standard Intel LGA1155 socket CPUs Memory: Dual DDR3 slots supporting high-speed RAM allocations Ports: Multiple USB ports, SATA lanes, and onboard VGA/HDMI out In summary, an ideal replacement motherboard for upgrading or restoring classic office desktop computers.","","https://m.media-amazon.com/images/I/81QaHjQr3eL._SY355_.jpg","","In Stock","active"
"36809756-a291-482c-a737-5046b957e2bd","product","Zebronic 24"" Monitor","Zebronic","🖥️ Zebronic 24"" Widescreen Monitor Professional-grade 24-inch widescreen monitor offering immersive views, extended warranty, and zero-flicker technology. Visual Scale: 24-inch workspace with thin bezel layout Warranty: Extended 3 Years manufacturer peace-of-mind warranty Refresh Rate: Fast refresh rate reducing motion blur in high-frame streams In summary, a premium large-screen monitor built for productive multitasking and long hours of viewing comfort.","","https://m.media-amazon.com/images/I/81X7yswC36L._SX522_.jpg","","In Stock","active"
"83322f5e-5923-42c8-b96f-a5eb3e7ba26c","product","Zebronic SMPS","Zebronic","⚡ Zebronic Centralized SMPS Power Supply Centralized power supply unit (SMPS) providing stable voltage, heat management, and power surge protection. Capacity: High-efficiency standard wattage output Cooling: Quiet cooling fan preventing thermal throttling Sectors: Multiple SATA and IDE power connector allocations In summary, a dependable power supply unit shielding internal components from unstable voltage spikes.","","https://m.media-amazon.com/images/I/31krU8z8cuL._SY300_SX300_QL70_FMwebp_.jpg","","In Stock","active"
